R0,3173616.125368,0.041792,3173616.125419,3173616.167231
R1,3173616.387363,0.133472,3173616.387438,3173616.520923
R2,3173616.605705,0.018341,3173616.605768,3173616.624119
R3,3173616.952344,0.121834,3173616.952414,3173617.074259
R4,3173617.010680,0.067281,3173617.074265,3173617.141551
R5,3173617.057175,0.082600,3173617.141555,3173617.224159
R6,3173617.149886,0.060026,3173617.224162,3173617.284190
R7,3173617.214720,0.206605,3173617.284193,3173617.490801
R8,3173617.649206,0.105280,3173617.649269,3173617.754560
R9,3173617.793471,0.077822,3173617.793533,3173617.871364
R10,3173617.815297,0.023187,3173617.871370,3173617.894561
R11,3173617.817651,0.135879,3173617.894565,3173618.030447
R12,3173617.838744,0.042700,3173618.030450,3173618.073153
R13,3173617.863094,0.009600,3173618.073157,3173618.082760
R14,3173617.882961,0.020519,3173618.082763,3173618.103285
R15,3173618.859394,0.152254,3173618.859460,3173619.011726
R16,3173618.962166,0.029252,3173619.011732,3173619.040988
R17,3173619.097658,0.061912,3173619.097722,3173619.159644
R18,3173619.242647,0.300302,3173619.242711,3173619.543023
R19,3173619.339853,0.122966,3173619.543029,3173619.665999
R20,3173619.389293,0.122442,3173619.666003,3173619.788447
R21,3173619.496173,0.185106,3173619.788450,3173619.973559
R22,3173619.569209,0.036214,3173619.973562,3173620.009779
R23,3173619.616804,0.209469,3173620.009782,3173620.219256
R24,3173619.852356,0.248530,3173620.219258,3173620.467791
R25,3173619.862692,0.007499,3173620.467794,3173620.475296
R26,3173619.969346,0.090695,3173620.475299,3173620.565998
R27,3173619.999846,0.035757,3173620.566002,3173620.601762
R28,3173620.315479,0.001686,3173620.601765,3173620.603454
R29,3173620.324960,0.005431,3173620.603456,3173620.608890
R30,3173620.412383,0.293994,3173620.608893,3173620.902890
R31,3173620.451271,0.158606,3173620.902893,3173621.061504
R32,3173620.783407,0.064667,3173621.061507,3173621.126178
R33,3173620.827720,0.119013,3173621.126181,3173621.245197
R34,3173620.894917,0.091816,3173621.245200,3173621.337018
R35,3173620.997573,0.003339,3173621.337022,3173621.340365
R36,3173621.105931,0.223819,3173621.340368,3173621.564190
R37,3173621.188167,0.106364,3173621.564193,3173621.670560
R38,3173621.569730,0.111788,3173621.670562,3173621.782354
R39,3173621.617520,0.036419,3173621.782357,3173621.818779
R40,3173621.763468,0.015124,3173621.818782,3173621.833909
R41,3173621.929804,0.176741,3173621.929867,3173622.106619
R42,3173622.012668,0.033415,3173622.106625,3173622.140044
R43,3173622.265140,0.186534,3173622.265203,3173622.451749
R44,3173622.302293,0.096708,3173622.451754,3173622.548467
R45,3173622.363919,0.074024,3173622.548470,3173622.622497
R46,3173622.811678,0.163059,3173622.811742,3173622.974811
R47,3173622.964672,0.214719,3173622.974817,3173623.189541
R48,3173623.047398,0.140512,3173623.189544,3173623.330061
R49,3173623.120006,0.201567,3173623.330064,3173623.531634
R50,3173623.284685,0.020260,3173623.531637,3173623.551898
R51,3173623.378796,0.210611,3173623.551901,3173623.762517
R52,3173623.807488,0.177430,3173623.807553,3173623.984994
R53,3173623.830319,0.047129,3173623.985000,3173624.032134
R54,3173623.976708,0.027498,3173624.032137,3173624.059639
R55,3173624.114790,0.030616,3173624.114852,3173624.145480
R56,3173624.335051,0.021360,3173624.335117,3173624.356484
R57,3173624.419694,0.026941,3173624.419772,3173624.446724
R58,3173624.449368,0.044893,3173624.449430,3173624.494331
R59,3173624.565506,0.197754,3173624.565572,3173624.763337
R60,3173624.592064,0.011230,3173624.763343,3173624.774577
R61,3173624.607626,0.119092,3173624.774580,3173624.893675
R62,3173624.705357,0.227786,3173624.893678,3173625.121468
R63,3173625.302976,0.040266,3173625.303039,3173625.343312
R64,3173625.467757,0.038326,3173625.467821,3173625.506159
R65,3173625.665675,0.022026,3173625.665756,3173625.687797
R66,3173625.715454,0.023355,3173625.715517,3173625.738880
R67,3173625.840924,0.109777,3173625.840989,3173625.950774
R68,3173625.864549,0.131443,3173625.950780,3173626.082226
R69,3173625.883707,0.113898,3173626.082229,3173626.196133
R70,3173625.909320,0.249818,3173626.196136,3173626.445957
R71,3173625.920391,0.061436,3173626.445960,3173626.507399
R72,3173625.928105,0.022877,3173626.507402,3173626.530280
R73,3173625.955802,0.109934,3173626.530282,3173626.640219
R74,3173626.184162,0.285300,3173626.640222,3173626.925525
R75,3173626.336848,0.118834,3173626.925528,3173627.044366
R76,3173626.482589,0.012076,3173627.044368,3173627.056448
R77,3173626.496616,0.006788,3173627.056451,3173627.063242
R78,3173626.601537,0.019082,3173627.063245,3173627.082329
R79,3173626.611894,0.142751,3173627.082332,3173627.225087
R80,3173626.700301,0.117406,3173627.225089,3173627.342498
R81,3173626.821981,0.014312,3173627.342501,3173627.356816
R82,3173626.829606,0.019047,3173627.356819,3173627.375870
R83,3173628.537427,0.011172,3173628.537523,3173628.548721
R84,3173628.852703,0.004631,3173628.852773,3173628.857426
R85,3173629.726830,0.006256,3173629.726904,3173629.733188
R86,3173630.018892,0.213737,3173630.018967,3173630.232712
R87,3173630.019493,0.016575,3173630.232718,3173630.249300
R88,3173630.148232,0.041423,3173630.249303,3173630.290731
R89,3173630.173679,0.142759,3173630.290736,3173630.433500
R90,3173630.522564,0.067004,3173630.522627,3173630.589642
R91,3173630.586125,0.050211,3173630.589649,3173630.639864
R92,3173630.709866,0.008747,3173630.709930,3173630.718691
R93,3173630.875985,0.117992,3173630.876050,3173630.994050
R94,3173630.984098,0.404774,3173630.994057,3173631.398834
R95,3173631.035937,0.175048,3173631.398838,3173631.573891
R96,3173631.158844,0.082609,3173631.573894,3173631.656507
R97,3173631.355646,0.114795,3173631.656510,3173631.771309
R98,3173631.360804,0.216275,3173631.771311,3173631.987590
R99,3173631.616694,0.148173,3173631.987593,3173632.135771
R100,3173631.911801,0.113487,3173632.135774,3173632.249263
R101,3173632.466681,0.342518,3173632.466748,3173632.809277
R102,3173632.800521,0.057307,3173632.809284,3173632.866593
R103,3173632.957566,0.147669,3173632.957629,3173633.105308
R104,3173632.983156,0.006677,3173633.105315,3173633.111996
R105,3173633.297126,0.023756,3173633.297190,3173633.320957
R106,3173633.446988,0.021687,3173633.447067,3173633.468766
R107,3173633.588829,0.031755,3173633.588891,3173633.620658
R108,3173633.761126,0.021935,3173633.761189,3173633.783135
R109,3173633.818082,0.083549,3173633.818146,3173633.901704
R110,3173633.829096,0.087755,3173633.901710,3173633.989471
R111,3173633.865265,0.296387,3173633.989474,3173634.285865
R112,3173633.967379,0.065824,3173634.285868,3173634.351695
R113,3173634.014321,0.010019,3173634.351699,3173634.361718
R114,3173634.195808,0.074818,3173634.361721,3173634.436542
R115,3173634.286912,0.049959,3173634.436545,3173634.486507
R116,3173634.699506,0.156817,3173634.699568,3173634.856396
R117,3173634.758085,0.000270,3173634.856402,3173634.856675
R118,3173634.839529,0.076042,3173634.856678,3173634.932725
R119,3173634.899969,0.022203,3173634.932728,3173634.954934
R120,3173635.155864,0.054968,3173635.155929,3173635.210909
R121,3173635.316642,0.030315,3173635.316706,3173635.347032
R122,3173635.410599,0.016798,3173635.410664,3173635.427473
R123,3173635.588475,0.003477,3173635.588539,3173635.592047
R124,3173635.727394,0.099223,3173635.727479,3173635.826713
R125,3173635.803744,0.084593,3173635.826719,3173635.911317
R126,3173635.963844,0.017009,3173635.963923,3173635.980943
R127,3173636.024759,0.082217,3173636.024820,3173636.107047
R128,3173636.158953,0.033171,3173636.159016,3173636.192198
R129,3173636.346393,0.018826,3173636.346458,3173636.365297
R130,3173636.539078,0.096201,3173636.539142,3173636.635353
R131,3173636.901543,0.024785,3173636.901610,3173636.926405
R132,3173637.052807,0.007644,3173637.052871,3173637.060532
R133,3173637.161417,0.174891,3173637.161504,3173637.336409
R134,3173637.204533,0.008202,3173637.336417,3173637.344622
R135,3173637.370076,0.037399,3173637.370141,3173637.407549
R136,3173637.386935,0.074955,3173637.407556,3173637.482515
R137,3173637.509748,0.028398,3173637.509813,3173637.538220
R138,3173637.666650,0.028351,3173637.666718,3173637.695081
R139,3173637.880237,0.017534,3173637.880300,3173637.897847
R140,3173637.937377,0.000299,3173637.937442,3173637.937754
R141,3173638.531401,0.033557,3173638.531489,3173638.565059
R142,3173638.782368,0.047799,3173638.782438,3173638.830248
R143,3173638.812159,0.209371,3173638.830254,3173639.039630
R144,3173639.267215,0.100075,3173639.267279,3173639.367365
R145,3173639.474024,0.096473,3173639.474089,3173639.570574
R146,3173639.492478,0.124036,3173639.570580,3173639.694621
R147,3173639.561660,0.206683,3173639.694625,3173639.901312
R148,3173639.971038,0.018966,3173639.971104,3173639.990082
R149,3173640.253887,0.066181,3173640.253955,3173640.320147
R150,3173640.479352,0.196097,3173640.479418,3173640.675527
R151,3173640.529760,0.172609,3173640.675533,3173640.848146
R152,3173640.873193,0.071541,3173640.873255,3173640.944805
R153,3173640.971691,0.026674,3173640.971755,3173640.998437
R154,3173640.997075,0.056505,3173640.998443,3173641.054952
R155,3173641.282705,0.157508,3173641.282771,3173641.440290
R156,3173641.371710,0.028665,3173641.440296,3173641.468965
R157,3173641.469592,0.096048,3173641.469598,3173641.565649
R158,3173641.498022,0.012477,3173641.565652,3173641.578130
R159,3173641.683785,0.056509,3173641.683853,3173641.740373
R160,3173641.815805,0.107356,3173641.815872,3173641.923236
R161,3173642.075953,0.020915,3173642.076017,3173642.096943
R162,3173642.103997,0.010772,3173642.104060,3173642.114842
R163,3173642.202605,0.037248,3173642.202673,3173642.239933
R164,3173642.223865,0.223892,3173642.239939,3173642.463834
R165,3173642.279977,0.081093,3173642.463838,3173642.544934
R166,3173642.621588,0.142038,3173642.621652,3173642.763697
R167,3173642.880587,0.033994,3173642.880651,3173642.914656
R168,3173642.978498,0.089615,3173642.978560,3173643.068185
R169,3173643.050135,0.024969,3173643.068192,3173643.093164
R170,3173643.184247,0.006276,3173643.184313,3173643.190608
R171,3173643.207677,0.086823,3173643.207751,3173643.294582
R172,3173643.223985,0.028338,3173643.294588,3173643.322928
R173,3173643.288550,0.007964,3173643.322931,3173643.330896
R174,3173643.346062,0.227135,3173643.346126,3173643.573270
R175,3173643.425702,0.025709,3173643.573276,3173643.598986
R176,3173643.550856,0.119546,3173643.598990,3173643.718540
R177,3173643.704452,0.014259,3173643.718544,3173643.732806
R178,3173643.799930,0.081884,3173643.799995,3173643.881890
R179,3173644.106493,0.019416,3173644.106560,3173644.125988
R180,3173644.210674,0.046289,3173644.210737,3173644.257038
R181,3173644.327174,0.041793,3173644.327238,3173644.369043
R182,3173644.580267,0.032879,3173644.580330,3173644.613220
R183,3173644.620294,0.084827,3173644.620358,3173644.705194
R184,3173644.807009,0.034405,3173644.807075,3173644.841488
R185,3173645.405501,0.012189,3173645.405567,3173645.417768
R186,3173645.731004,0.000452,3173645.731087,3173645.731557
