R0,3173392.349099,0.041792,3173392.349150,3173392.390956
R1,3173392.715879,0.133472,3173392.715950,3173392.849434
R2,3173393.021551,0.018341,3173393.021627,3173393.039977
R3,3173393.506845,0.121834,3173393.506919,3173393.628764
R4,3173393.588513,0.067281,3173393.628771,3173393.696056
R5,3173393.653603,0.082600,3173393.696060,3173393.778663
R6,3173393.783395,0.060026,3173393.783460,3173393.843494
R7,3173393.874160,0.206605,3173393.874223,3173394.080835
R8,3173394.482438,0.105280,3173394.482504,3173394.587795
R9,3173394.684407,0.077822,3173394.684472,3173394.762305
R10,3173394.714957,0.023187,3173394.762311,3173394.785502
R11,3173394.718250,0.135879,3173394.785505,3173394.921387
R12,3173394.747778,0.042700,3173394.921391,3173394.964093
R13,3173394.781866,0.009600,3173394.964096,3173394.973699
R14,3173394.809676,0.020519,3173394.973702,3173394.994225
R15,3173396.176682,0.152254,3173396.176756,3173396.329019
R16,3173396.320561,0.029252,3173396.329026,3173396.358284
R17,3173396.510247,0.061912,3173396.510330,3173396.572252
R18,3173396.713228,0.300302,3173396.713292,3173397.013601
R19,3173396.849314,0.122966,3173397.013607,3173397.136579
R20,3173396.918529,0.122442,3173397.136582,3173397.259027
R21,3173397.068159,0.185106,3173397.259030,3173397.444141
R22,3173397.170407,0.036214,3173397.444161,3173397.480379
R23,3173397.237037,0.209469,3173397.480382,3173397.689857
R24,3173397.566810,0.248530,3173397.689860,3173397.938393
R25,3173397.581278,0.007499,3173397.938396,3173397.945896
R26,3173397.730590,0.090695,3173397.945899,3173398.036598
R27,3173397.773289,0.035757,3173398.036601,3173398.072360
R28,3173398.215173,0.001686,3173398.215245,3173398.216949
R29,3173398.228444,0.005431,3173398.228520,3173398.233974
R30,3173398.350838,0.293994,3173398.350914,3173398.644919
R31,3173398.405279,0.158606,3173398.644926,3173398.803537
R32,3173398.870269,0.064667,3173398.870331,3173398.935011
R33,3173398.932307,0.119013,3173398.935018,3173399.054038
R34,3173399.026380,0.091816,3173399.054042,3173399.145860
R35,3173399.170093,0.003339,3173399.170171,3173399.173523
R36,3173399.321788,0.223819,3173399.321860,3173399.545690
R37,3173399.436916,0.106364,3173399.545696,3173399.652065
R38,3173399.971101,0.111788,3173399.971188,3173400.082984
R39,3173400.038005,0.036419,3173400.082991,3173400.119413
R40,3173400.242330,0.015124,3173400.242397,3173400.257529
R41,3173400.475199,0.176741,3173400.475275,3173400.652027
R42,3173400.591207,0.033415,3173400.652035,3173400.685454
R43,3173400.944667,0.186534,3173400.944735,3173401.131276
R44,3173400.996680,0.096708,3173401.131283,3173401.227996
R45,3173401.082953,0.074024,3173401.227999,3173401.302025
R46,3173401.709812,0.163059,3173401.709895,3173401.872973
R47,3173401.924004,0.214719,3173401.924066,3173402.138792
R48,3173402.039818,0.140512,3173402.138799,3173402.279314
R49,3173402.141469,0.201567,3173402.279318,3173402.480888
R50,3173402.372019,0.020260,3173402.480891,3173402.501152
R51,3173402.503771,0.210611,3173402.503833,3173402.714455
R52,3173403.103937,0.177430,3173403.104020,3173403.281461
R53,3173403.135898,0.047129,3173403.281467,3173403.328601
R54,3173403.340835,0.027498,3173403.340897,3173403.368403
R55,3173403.534147,0.030616,3173403.534212,3173403.564839
R56,3173403.842511,0.021360,3173403.842581,3173403.863953
R57,3173403.961008,0.026941,3173403.961073,3173403.988024
R58,3173404.002550,0.044893,3173404.002614,3173404.047513
R59,3173404.165142,0.197754,3173404.165207,3173404.362970
R60,3173404.202321,0.011230,3173404.362977,3173404.374212
R61,3173404.224106,0.119092,3173404.374216,3173404.493310
R62,3173404.360928,0.227786,3173404.493313,3173404.721103
R63,3173405.197591,0.040266,3173405.197664,3173405.237941
R64,3173405.428282,0.038326,3173405.428364,3173405.466701
R65,3173405.705364,0.022026,3173405.705430,3173405.727467
R66,3173405.775043,0.023355,3173405.775106,3173405.798473
R67,3173405.950697,0.109777,3173405.950763,3173406.060548
R68,3173405.983770,0.131443,3173406.060554,3173406.192002
R69,3173406.010588,0.113898,3173406.192005,3173406.305906
R70,3173406.046444,0.249818,3173406.305909,3173406.555732
R71,3173406.061940,0.061436,3173406.555735,3173406.617174
R72,3173406.072737,0.022877,3173406.617177,3173406.640056
R73,3173406.111509,0.109934,3173406.640059,3173406.749995
R74,3173406.431213,0.285300,3173406.749998,3173407.035302
R75,3173406.644970,0.118834,3173407.035305,3173407.154144
R76,3173406.849006,0.012076,3173407.154147,3173407.166226
R77,3173406.868640,0.006788,3173407.166228,3173407.173020
R78,3173407.015527,0.019082,3173407.173022,3173407.192106
R79,3173407.030028,0.142751,3173407.192109,3173407.334873
R80,3173407.153797,0.117406,3173407.334876,3173407.452285
R81,3173407.324147,0.014312,3173407.452288,3173407.466601
R82,3173407.334819,0.019047,3173407.466604,3173407.485652
R83,3173409.725766,0.011172,3173409.725840,3173409.737036
R84,3173410.167150,0.004631,3173410.167228,3173410.171887
R85,3173411.390926,0.006256,3173411.390999,3173411.397284
R86,3173411.799811,0.213737,3173411.799900,3173412.013648
R87,3173411.800650,0.016575,3173412.013655,3173412.030234
R88,3173411.980882,0.041423,3173412.030237,3173412.071660
R89,3173412.016505,0.142759,3173412.071663,3173412.214426
R90,3173412.504942,0.067004,3173412.505014,3173412.572029
R91,3173412.593923,0.050211,3173412.594008,3173412.644227
R92,3173412.767158,0.008747,3173412.767225,3173412.775988
R93,3173412.999724,0.117992,3173412.999796,3173413.117798
R94,3173413.151078,0.404774,3173413.151143,3173413.555926
R95,3173413.223651,0.175048,3173413.555933,3173413.731018
R96,3173413.395720,0.082609,3173413.731067,3173413.813685
R97,3173413.671240,0.114795,3173413.813688,3173413.928487
R98,3173413.678459,0.216275,3173413.928491,3173414.144771
R99,3173414.036703,0.148173,3173414.144774,3173414.292953
