R0,3173047.956697,0.041792,3173047.956735,3173047.998548
R1,3173048.567975,0.133472,3173048.568052,3173048.701533
R2,3173049.077422,0.018341,3173049.077500,3173049.095853
R3,3173049.886238,0.121834,3173049.886311,3173050.008158
R4,3173050.022346,0.067281,3173050.022411,3173050.089700
R5,3173050.130825,0.082600,3173050.130905,3173050.213515
R6,3173050.347143,0.060026,3173050.347208,3173050.407243
R7,3173050.498414,0.206605,3173050.498480,3173050.705098
R8,3173051.512205,0.105280,3173051.512282,3173051.617574
R9,3173051.848816,0.077822,3173051.848889,3173051.926719
R10,3173051.899724,0.023187,3173051.926725,3173051.949917
R11,3173051.905209,0.135879,3173051.949920,3173052.085801
R12,3173051.954418,0.042700,3173052.085804,3173052.128509
R13,3173052.011226,0.009600,3173052.128511,3173052.138114
R14,3173052.057573,0.020519,3173052.138117,3173052.158640
R15,3173054.335909,0.152254,3173054.335982,3173054.488250
R16,3173054.575701,0.029252,3173054.575766,3173054.605030
R17,3173054.891841,0.061912,3173054.891917,3173054.953840
R18,3173055.230140,0.300302,3173055.230211,3173055.530525
R19,3173055.456948,0.122966,3173055.530532,3173055.653502
R20,3173055.572301,0.122442,3173055.653506,3173055.775952
R21,3173055.821681,0.185106,3173055.821745,3173056.006859
R22,3173055.992090,0.036214,3173056.006880,3173056.043100
R23,3173056.103136,0.209469,3173056.103202,3173056.312680
R24,3173056.652750,0.248530,3173056.652819,3173056.901360
R25,3173056.676859,0.007499,3173056.901367,3173056.908868
R26,3173056.925712,0.090695,3173056.925779,3173057.016484
R27,3173056.996871,0.035757,3173057.016491,3173057.052250
R28,3173057.733343,0.001686,3173057.733408,3173057.735111
R29,3173057.755461,0.005431,3173057.755529,3173057.760974
R30,3173057.959447,0.293994,3173057.959523,3173058.253523
R31,3173058.050178,0.158606,3173058.253530,3173058.412142
R32,3173058.825156,0.064667,3173058.825228,3173058.889904
R33,3173058.928547,0.119013,3173058.928611,3173059.047633
R34,3173059.085332,0.091816,3173059.085397,3173059.177222
R35,3173059.324851,0.003339,3173059.324919,3173059.328275
R36,3173059.577673,0.223819,3173059.577749,3173059.801580
R37,3173059.769549,0.106364,3173059.801587,3173059.907956
R38,3173060.659854,0.111788,3173060.659929,3173060.771728
R39,3173060.771357,0.036419,3173060.771735,3173060.808159
R40,3173061.111894,0.015124,3173061.111970,3173061.127104
R41,3173061.500003,0.176741,3173061.500081,3173061.676830
R42,3173061.693344,0.033415,3173061.693407,3173061.726830
R43,3173062.282440,0.186534,3173062.282513,3173062.469055
R44,3173062.369120,0.096708,3173062.469061,3173062.565775
R45,3173062.512905,0.074024,3173062.565779,3173062.639807
R46,3173063.557668,0.163059,3173063.557743,3173063.720812
R47,3173063.914646,0.214719,3173063.914722,3173064.129450
R48,3173064.107664,0.140512,3173064.129457,3173064.269972
R49,3173064.277078,0.201567,3173064.277155,3173064.478730
R50,3173064.661319,0.020260,3173064.661385,3173064.681655
R51,3173064.880902,0.210611,3173064.880978,3173065.091599
R52,3173065.881175,0.177430,3173065.881250,3173066.058687
R53,3173065.934439,0.047129,3173066.058693,3173066.105828
R54,3173066.276000,0.027498,3173066.276063,3173066.303569
R55,3173066.598181,0.030616,3173066.598252,3173066.628875
R56,3173067.112117,0.021360,3173067.112191,3173067.133560
R57,3173067.309610,0.026941,3173067.309674,3173067.336625
R58,3173067.378843,0.044893,3173067.378908,3173067.423808
R59,3173067.649826,0.197754,3173067.649901,3173067.847665
R60,3173067.711785,0.011230,3173067.847671,3173067.858906
R61,3173067.748088,0.119092,3173067.858909,3173067.978005
R62,3173067.976121,0.227786,3173067.978008,3173068.205798
R63,3173069.370557,0.040266,3173069.370630,3173069.410906
R64,3173069.755038,0.038326,3173069.755107,3173069.793447
R65,3173070.216839,0.022026,3173070.216910,3173070.238949
