R0,2917807.386271,0.041792,2917807.386339,2917807.428160
R1,2917809.220076,0.133472,2917809.220162,2917809.353667
R2,2917810.748422,0.018341,2917810.748524,2917810.766891
R3,2917813.174871,0.121834,2917813.174971,2917813.296832
R4,2917813.583203,0.067281,2917813.583296,2917813.650609
R5,2917813.908651,0.082600,2917813.908752,2917813.991375
R6,2917814.557615,0.060026,2917814.557719,2917814.617771
R7,2917815.011432,0.206605,2917815.011531,2917815.218167
R8,2917818.052816,0.105280,2917818.052914,2917818.158226
R9,2917819.062655,0.077822,2917819.062743,2917819.140597
R10,2917819.215385,0.023187,2917819.215466,2917819.238680
R11,2917819.231845,0.135879,2917819.238694,2917819.374589
R12,2917819.379471,0.042700,2917819.379543,2917819.422264
R13,2917819.549896,0.009600,2917819.549990,2917819.559626
R14,2917819.688944,0.020519,2917819.689047,2917819.709599
R15,2917826.523955,0.152254,2917826.524052,2917826.676341
R16,2917827.243336,0.029252,2917827.243416,2917827.272699
R17,2917828.191768,0.061912,2917828.191866,2917828.253804
R18,2917829.206671,0.300302,2917829.206769,2917829.507104
R19,2917829.887094,0.122966,2917829.887179,2917830.010163
R20,2917830.233163,0.122442,2917830.233233,2917830.355704
R21,2917830.981303,0.185106,2917830.981372,2917831.166508
R22,2917831.492537,0.036214,2917831.492629,2917831.528868
R23,2917831.825682,0.209469,2917831.825777,2917832.035274
R24,2917833.474534,0.248530,2917833.474633,2917833.723187
R25,2917833.546869,0.007499,2917833.723199,2917833.730708
R26,2917834.293425,0.090695,2917834.293505,2917834.384228
R27,2917834.506907,0.035757,2917834.506974,2917834.542759
R28,2917836.716326,0.001686,2917836.716418,2917836.718145
R29,2917836.782668,0.005431,2917836.782749,2917836.788221
R30,2917837.394626,0.293994,2917837.394709,2917837.688727
R31,2917837.666823,0.158606,2917837.688740,2917837.847365
R32,2917839.991756,0.064667,2917839.991837,2917840.056523
R33,2917840.301931,0.119013,2917840.302017,2917840.421049
R34,2917840.772290,0.091816,2917840.772371,2917840.864203
R35,2917841.490853,0.003339,2917841.490950,2917841.494318
R36,2917842.249328,0.223819,2917842.249421,2917842.473264
R37,2917842.824958,0.106364,2917842.825058,2917842.931447
R38,2917845.495888,0.111788,2917845.495995,2917845.607805
R39,2917845.830401,0.036419,2917845.830484,2917845.866922
