R0,3174013.478924,0.041792,3174013.478975,3174013.520790
R1,3174013.631766,0.133472,3174013.631830,3174013.765315
R2,3174013.759134,0.018341,3174013.765321,3174013.783664
R3,3174013.961343,0.121834,3174013.961407,3174014.083253
R4,3174013.995375,0.067281,3174014.083260,3174014.150545
R5,3174014.022498,0.082600,3174014.150548,3174014.233152
R6,3174014.076582,0.060026,3174014.233154,3174014.293184
R7,3174014.114404,0.206605,3174014.293187,3174014.499796
R8,3174014.367856,0.105280,3174014.499800,3174014.605083
R9,3174014.452013,0.077822,3174014.605086,3174014.682912
R10,3174014.464749,0.023187,3174014.682915,3174014.706104
R11,3174014.466125,0.135879,3174014.706106,3174014.841990
R12,3174014.478431,0.042700,3174014.841995,3174014.884700
R13,3174014.492637,0.009600,3174014.884703,3174014.894307
R14,3174014.504228,0.020519,3174014.894311,3174014.914835
R15,3174015.073818,0.152254,3174015.073897,3174015.226166
R16,3174015.133776,0.029252,3174015.226174,3174015.255429
R17,3174015.212817,0.061912,3174015.255433,3174015.317348
R18,3174015.297396,0.300302,3174015.317351,3174015.617657
R19,3174015.354103,0.122966,3174015.617660,3174015.740630
R20,3174015.382946,0.122442,3174015.740633,3174015.863078
R21,3174015.445294,0.185106,3174015.863081,3174016.048191
R22,3174015.487918,0.036214,3174016.048194,3174016.084412
R23,3174015.515685,0.209469,3174016.084414,3174016.293887
R24,3174015.653093,0.248530,3174016.293890,3174016.542423
R25,3174015.659125,0.007499,3174016.542426,3174016.549934
R26,3174015.721343,0.090695,3174016.549955,3174016.640663
R27,3174015.739137,0.035757,3174016.640667,3174016.676433
R28,3174015.923258,0.001686,3174016.676435,3174016.678123
R29,3174015.928790,0.005431,3174016.678125,3174016.683559
R30,3174015.979789,0.293994,3174016.683562,3174016.977583
R31,3174016.002474,0.158606,3174016.977634,3174017.136245
R32,3174016.196220,0.064667,3174017.136248,3174017.200919
R33,3174016.222071,0.119013,3174017.200922,3174017.319938
R34,3174016.261269,0.091816,3174017.319941,3174017.411762
R35,3174016.321151,0.003339,3174017.411765,3174017.415107
R36,3174016.384360,0.223819,3174017.415110,3174017.638933
R37,3174016.432333,0.106364,3174017.638936,3174017.745304
R38,3174016.654911,0.111788,3174017.745307,3174017.857098
R39,3174016.682791,0.036419,3174017.857101,3174017.893523
R40,3174016.767933,0.015124,3174017.893526,3174017.908653
R41,3174016.864964,0.176741,3174017.908656,3174018.085401
R42,3174016.913303,0.033415,3174018.085404,3174018.118822
R43,3174017.060581,0.186534,3174018.118824,3174018.305361
R44,3174017.082256,0.096708,3174018.305364,3174018.402076
R45,3174017.118206,0.074024,3174018.402078,3174018.476105
R46,3174017.379400,0.163059,3174018.476108,3174018.639169
R47,3174017.468648,0.214719,3174018.639172,3174018.853893
R48,3174017.516906,0.140512,3174018.853896,3174018.994411
R49,3174017.559264,0.201567,3174018.994414,3174019.195986
R50,3174017.655328,0.020260,3174019.195988,3174019.216254
R51,3174017.710231,0.210611,3174019.216257,3174019.426871
R52,3174017.960305,0.177430,3174019.426874,3174019.604307
R53,3174017.973624,0.047129,3174019.604310,3174019.651442
R54,3174018.059019,0.027498,3174019.651445,3174019.678946
R55,3174018.139568,0.030616,3174019.678948,3174019.709567
R56,3174018.268056,0.021360,3174019.709569,3174019.730934
R57,3174018.317433,0.026941,3174019.730937,3174019.757880
R58,3174018.334745,0.044893,3174019.757886,3174019.802781
R59,3174018.402493,0.197754,3174019.802784,3174020.000541
R60,3174018.417989,0.011230,3174020.000544,3174020.011777
R61,3174018.427069,0.119092,3174020.011779,3174020.130874
R62,3174018.484080,0.227786,3174020.130877,3174020.358665
R63,3174018.832694,0.040266,3174020.358668,3174020.398938
R64,3174018.928819,0.038326,3174020.398941,3174020.437272
R65,3174019.044272,0.022026,3174020.437275,3174020.459304
R66,3174019.073308,0.023355,3174020.459306,3174020.482664
R67,3174019.146500,0.109777,3174020.482667,3174020.592447
R68,3174019.160284,0.131443,3174020.592450,3174020.723896
R69,3174019.171462,0.113898,3174020.723899,3174020.837800
R70,3174019.186404,0.249818,3174020.837803,3174021.087625
R71,3174019.192864,0.061436,3174021.087628,3174021.149067
R72,3174019.197366,0.022877,3174021.149070,3174021.171950
R73,3174019.213524,0.109934,3174021.171953,3174021.281890
R74,3174019.346736,0.285300,3174021.281893,3174021.567196
R75,3174019.435805,0.118834,3174021.567199,3174021.686036
R76,3174019.520823,0.012076,3174021.686039,3174021.698116
R77,3174019.529006,0.006788,3174021.698118,3174021.704907
R78,3174019.590210,0.019082,3174021.704910,3174021.723992
R79,3174019.596253,0.142751,3174021.723994,3174021.866749
R80,3174019.647824,0.117406,3174021.866751,3174021.984160
R81,3174019.718806,0.014312,3174021.984163,3174021.998477
R82,3174019.723255,0.019047,3174021.998480,3174022.017528
R83,3174020.719484,0.011172,3174022.017530,3174022.028703
R84,3174020.903396,0.004631,3174022.028706,3174022.033337
R85,3174021.413305,0.006256,3174022.033340,3174022.039597
R86,3174021.583678,0.213737,3174022.039599,3174022.253340
R87,3174021.584032,0.016575,3174022.253342,3174022.269920
R88,3174021.659133,0.041423,3174022.269923,3174022.311348
R89,3174021.673979,0.142759,3174022.311351,3174022.454113
R90,3174021.877498,0.067004,3174022.454116,3174022.521122
R91,3174021.914576,0.050211,3174022.521125,3174022.571339
R92,3174021.986758,0.008747,3174022.571341,3174022.580091
R93,3174022.083664,0.117992,3174022.580093,3174022.698088
R94,3174022.146731,0.404774,3174022.698091,3174023.102868
R95,3174022.176971,0.175048,3174023.102870,3174023.277922
R96,3174022.248668,0.082609,3174023.277925,3174023.360537
R97,3174022.363471,0.114795,3174023.360540,3174023.475338
R98,3174022.366483,0.216275,3174023.475340,3174023.691618
R99,3174022.515753,0.148173,3174023.691621,3174023.839799
R100:3174022.687901,0.113487,3174023.839801,3174023.953292
R101:3174023.011583,0.342518,3174023.953295,3174024.295815
R102,3174023.206324,0.057307,3174024.295818,3174024.353128
R103,3174023.297934,0.147669,3174024.353131,3174024.500803
R104,3174023.312864,0.006677,3174024.500806,3174024.507486
R105,3174023.496016,0.023756,3174024.507489,3174024.531247
R106,3174023.583438,0.021687,3174024.531250,3174024.552939
R107,3174023.666181,0.031755,3174024.552942,3174024.584700
R108,3174023.766690,0.021935,3174024.584703,3174024.606639
R109,3174023.799916,0.083549,3174024.606641,3174024.690195
R110,3174023.806341,0.087755,3174024.690197,3174024.777955
R111,3174023.827441,0.296387,3174024.777958,3174025.074350
R112,3174023.887009,0.065824,3174025.074352,3174025.140179
R113,3174023.914394,0.010019,3174025.140182,3174025.150202
R114,3174024.020261,0.074818,3174025.150204,3174025.225025
R115,3174024.073406,0.049959,3174025.225027,3174025.274989
R116,3174024.314086,0.156817,3174025.274992,3174025.431812
R117,3174024.348259,0.000270,3174025.431815,3174025.432087
R118,3174024.395770,0.076042,3174025.432090,3174025.508136
R119,3174024.431028,0.022203,3174025.508138,3174025.530344
R120,3174024.580300,0.054968,3174025.530347,3174025.585319
R121,3174024.674089,0.030315,3174025.585321,3174025.615639
R122,3174024.728900,0.016798,3174025.615641,3174025.632440
R123,3174024.832664,0.003477,3174025.632443,3174025.635921
R124,3174024.913702,0.099223,3174025.635923,3174025.735148
R125,3174024.958240,0.084593,3174025.735151,3174025.819747
R126,3174025.051633,0.017009,3174025.819749,3174025.836759
R127,3174025.087169,0.082217,3174025.836762,3174025.918981
R128,3174025.165450,0.033171,3174025.918984,3174025.952156
R129,3174025.274793,0.018826,3174025.952166,3174025.970993
R130,3174025.387195,0.096201,3174025.970996,3174026.067200
R131,3174025.598636,0.024785,3174026.067203,3174026.091990
R132,3174025.686876,0.007644,3174026.091993,3174026.099639
R133,3174025.750233,0.174891,3174026.099642,3174026.274536
R134,3174025.775388,0.008202,3174026.274538,3174026.282744
R135,3174025.871957,0.037399,3174026.282746,3174026.320148
R136,3174025.881792,0.074955,3174026.320151,3174026.395109
R137,3174025.953433,0.028398,3174026.395112,3174026.423512
R138,3174026.044963,0.028351,3174026.423515,3174026.451868
R139,3174026.169556,0.017534,3174026.451871,3174026.469408
R140,3174026.202890,0.000299,3174026.469428,3174026.469730
R141,3174026.549404,0.033557,3174026.549479,3174026.583048
R142,3174026.695805,0.047799,3174026.695876,3174026.743684
R143,3174026.713186,0.209371,3174026.743691,3174026.953066
R144,3174026.978636,0.100075,3174026.978699,3174027.078784
R145,3174027.099277,0.096473,3174027.099342,3174027.195826
