R0,3173245.192326,0.041792,3173245.192365,3173245.234177
R1,3173245.650794,0.133472,3173245.650863,3173245.784344
R2,3173246.032881,0.018341,3173246.032949,3173246.051298
R3,3173246.639494,0.121834,3173246.639569,3173246.761415
R4,3173246.741577,0.067281,3173246.761422,3173246.828706
R5,3173246.822938,0.082600,3173246.828710,3173246.911315
R6,3173246.985180,0.060026,3173246.985245,3173247.045282
R7,3173247.098634,0.206605,3173247.098704,3173247.305320
R8,3173247.858979,0.105280,3173247.859053,3173247.964344
R9,3173248.111439,0.077822,3173248.111504,3173248.189337
R10,3173248.149623,0.023187,3173248.189344,3173248.212535
R11,3173248.153739,0.135879,3173248.212538,3173248.348420
R12,3173248.190647,0.042700,3173248.348423,3173248.391127
R13,3173248.233255,0.009600,3173248.391130,3173248.400732
R14,3173248.268016,0.020519,3173248.400736,3173248.421258
R15,3173249.976767,0.152254,3173249.976842,3173250.129108
R16,3173250.156615,0.029252,3173250.156679,3173250.185940
R17,3173250.393722,0.061912,3173250.393788,3173250.455711
R18,3173250.647446,0.300302,3173250.647514,3173250.947827
R19,3173250.817551,0.122966,3173250.947833,3173251.070804
R20,3173250.904068,0.122442,3173251.070807,3173251.193252
R21,3173251.091104,0.185106,3173251.193255,3173251.378365
R22,3173251.218913,0.036214,3173251.378387,3173251.414602
R23,3173251.302199,0.209469,3173251.414606,3173251.624081
R24,3173251.714411,0.248530,3173251.714476,3173251.963016
R25,3173251.732494,0.007499,3173251.963023,3173251.970525
R26,3173251.919135,0.090695,3173251.970528,3173252.061227
R27,3173251.972506,0.035757,3173252.061230,3173252.096988
R28,3173252.524861,0.001686,3173252.524937,3173252.526659
R29,3173252.541449,0.005431,3173252.541524,3173252.546978
R30,3173252.694439,0.293994,3173252.694513,3173252.988518
R31,3173252.762488,0.158606,3173252.988524,3173253.147134
R32,3173253.343722,0.064667,3173253.343788,3173253.408465
R33,3173253.421268,0.119013,3173253.421330,3173253.540352
R34,3173253.538857,0.091816,3173253.540358,3173253.632178
R35,3173253.718497,0.003339,3173253.718560,3173253.721913
R36,3173253.908116,0.223819,3173253.908194,3173254.132030
R37,3173254.052028,0.106364,3173254.132039,3173254.238408
R38,3173254.719759,0.111788,3173254.719828,3173254.831621
R39,3173254.803389,0.036419,3173254.831628,3173254.868052
R40,3173255.058793,0.015124,3173255.058856,3173255.073993
R41,3173255.349875,0.176741,3173255.349942,3173255.526695
R42,3173255.494882,0.033415,3173255.526701,3173255.560120
R43,3173255.936705,0.186534,3173255.936774,3173256.123320
R44,3173256.001717,0.096708,3173256.123326,3173256.220038
R45,3173256.109557,0.074024,3173256.220042,3173256.294070
R46,3173256.893129,0.163059,3173256.893206,3173257.056276
R47,3173257.160863,0.214719,3173257.160927,3173257.375656
R48,3173257.305627,0.140512,3173257.375663,3173257.516178
R49,3173257.432690,0.201567,3173257.516181,3173257.717752
R50,3173257.720873,0.020260,3173257.720940,3173257.741208
R51,3173257.885561,0.210611,3173257.885631,3173258.096254
R52,3173258.635765,0.177430,3173258.635841,3173258.813281
R53,3173258.675716,0.047129,3173258.813288,3173258.860422
R54,3173258.931889,0.027498,3173258.931953,3173258.959459
R55,3173259.173526,0.030616,3173259.173589,3173259.204216
R56,3173259.558980,0.021360,3173259.559046,3173259.580418
R57,3173259.707100,0.026941,3173259.707163,3173259.734115
R58,3173259.759025,0.044893,3173259.759087,3173259.803989
R59,3173259.962263,0.197754,3173259.962350,3173260.160113
R60,3173260.008734,0.011230,3173260.160119,3173260.171353
R61,3173260.035962,0.119092,3173260.171356,3173260.290451
R62,3173260.206987,0.227786,3173260.290454,3173260.518244
R63,3173261.252816,0.040266,3173261.252892,3173261.293167
R64,3173261.541181,0.038326,3173261.541263,3173261.579601
R65,3173261.887531,0.022026,3173261.887600,3173261.909637
R66,3173261.974628,0.023355,3173261.974693,3173261.998059
R67,3173262.194195,0.109777,3173262.194259,3173262.304046
R68,3173262.235534,0.131443,3173262.304052,3173262.435499
R69,3173262.269058,0.113898,3173262.435502,3173262.549402
R70,3173262.313876,0.249818,3173262.549405,3173262.799227
R71,3173262.333244,0.061436,3173262.799230,3173262.860670
R72,3173262.346738,0.022877,3173262.860673,3173262.883553
R73,3173262.395201,0.109934,3173262.883555,3173262.993492
R74,3173262.794830,0.285300,3173262.993495,3173263.278799
R75,3173263.062025,0.118834,3173263.278803,3173263.397641
R76,3173263.317069,0.012076,3173263.397644,3173263.409721
R77,3173263.341612,0.006788,3173263.409724,3173263.416513
R78,3173263.525219,0.019082,3173263.525287,3173263.544377
R79,3173263.543342,0.142751,3173263.544383,3173263.687137
R80,3173263.698052,0.117406,3173263.698146,3173263.815561
R81,3173263.910987,0.014312,3173263.911060,3173263.925384
R82,3173263.924327,0.019047,3173263.925392,3173263.944444
R83,3173266.913011,0.011172,3173266.913086,3173266.924282
R84,3173267.464736,0.004631,3173267.464810,3173267.469469
R85,3173268.994453,0.006256,3173268.994531,3173269.000816
R86,3173269.505556,0.213737,3173269.505629,3173269.719378
R87,3173269.506605,0.016575,3173269.719384,3173269.735963
R88,3173269.731892,0.041423,3173269.735966,3173269.777393
R89,3173269.776420,0.142759,3173269.777396,3173269.920159
R90,3173270.386965,0.067004,3173270.387032,3173270.454048
R91,3173270.498191,0.050211,3173270.498254,3173270.548476
R92,3173270.714733,0.008747,3173270.714795,3173270.723555
R93,3173271.005437,0.117992,3173271.005502,3173271.123505
R94,3173271.194628,0.404774,3173271.194691,3173271.599473
R95,3173271.285341,0.175048,3173271.599480,3173271.774533
R96,3173271.500425,0.082609,3173271.774537,3173271.857149
R97,3173271.844824,0.114795,3173271.857152,3173271.971952
R98,3173271.853847,0.216275,3173271.971955,3173272.188234
R99,3173272.301650,0.148173,3173272.301714,3173272.449899
R100,3173272.818085,0.113487,3173272.818152,3173272.931650
R101,3173273.789124,0.342518,3173273.789191,3173274.131721
R102,3173274.373338,0.057307,3173274.373406,3173274.430723
